school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,A,C,3,Subject Content 9 for Math,Assessment Area 9 for Math,30.7,9.32,60,95.52,33,8.95,54.97,55,83.66,69.19,8,100,E,72,64,89,17,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,B,15,Subject Content 10 for Math,Assessment Area 10 for Math,32.66,34.1,25,12.4,85,86.51,88.68,42,90.8,28.56,24,59,E,2,57,5,61,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,B,1,Subject Content 1 for Math,Assessment Area 1 for Math,53.42,27.05,94,71.61,83,65.14,75.12,13,86.61,86.14,83,14,E,34,32,96,50,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,C,10,Subject Content 2 for Math,Assessment Area 2 for Math,58.66,94.67,93,89.94,74,33.97,72.93,31,61.6,1.07,14,84,E,17,84,66,35,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,A,C,5,Subject Content 3 for Math,Assessment Area 3 for Math,81.99,7.77,53,45.2,63,71.04,55.03,83,33.9,7,13,87,E,76,40,52,87,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,C,D,23,Subject Content 4 for Math,Assessment Area 4 for Math,51.24,64.51,57,93.56,80,69.77,85.56,81,99.16,28.64,83,18,E,81,68,97,84,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,C,D,13,Subject Content 5 for Math,Assessment Area 5 for Math,2.5,32.92,50,96.02,87,84.36,21.32,25,5.98,37.83,11,10,E,92,67,83,62,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,A,B,12,Subject Content 6 for Math,Assessment Area 6 for Math,86.46,71.2,84,80.53,48,19.27,92.53,96,33.11,85.64,16,39,E,42,93,12,15,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,Z,4,Subject Content 7 for Math,Assessment Area 7 for Math,53.04,33.76,54,81.98,17,98.15,68.16,80,24.06,89.65,45,55,E,90,92,90,55,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,C,C,25,Subject Content 8 for Math,Assessment Area 8 for Math,24.5,58.85,14,36.02,33,21.25,71.66,81,93.9,33.8,49,73,E,61,79,80,42,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,A,22,Subject Content 9 for Math,Assessment Area 9 for Math,56.02,9.17,16,48.68,20,89.04,76.32,87,48.31,15.95,32,30,E,42,69,44,92,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,C,21,Subject Content 10 for Math,Assessment Area 10 for Math,22.2,87.85,76,12.78,78,77.44,45.79,82,73.69,66.41,10,90,E,68,14,89,67,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,D,Z,20,Subject Content 1 for Math,Assessment Area 1 for Math,10.97,89.4,48,38.4,13,66.65,63.69,91,38.32,24.38,2,54,E,43,65,60,99,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,A,C,18,Subject Content 2 for Math,Assessment Area 2 for Math,39.94,6.49,89,24.92,25,17.68,54.65,15,69.09,60.33,82,78,E,11,60,5,41,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,C,B,9,Subject Content 3 for Math,Assessment Area 3 for Math,66.19,39.67,90,33.13,69,88.11,48.08,78,82.89,3.23,8,27,E,36,32,72,40,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,Z,11,Subject Content 4 for Math,Assessment Area 4 for Math,38.38,37.97,12,89.54,65,30.01,73.07,14,22.67,59.77,96,49,E,65,99,26,42,Participation
"Christ King Catholic School, Bass Hill",2022,13,First Name 13,Last Name 13,5,Class 5,Math,B,C,8,Subject Content 5 for Math,Assessment Area 5 for Math,97.03,19.77,14,79.93,65,47.36,92.46,77,43.83,14.86,46,1,E,22,29,8,75,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,B,D,7,Subject Content 1 for Science,Assessment Area 1 for Science,37.47,42.39,71,53.12,21,39.38,31.74,78,44.91,80.23,63,55,E,60,9,43,71,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,Z,10,Subject Content 2 for Science,Assessment Area 2 for Science,53.34,84.44,61,31.29,70,91.89,7.39,94,74.95,53.09,40,44,E,100,2,90,47,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,A,C,13,Subject Content 3 for Science,Assessment Area 3 for Science,88.65,94.39,59,3.77,18,3.77,28.47,27,97.25,23.3,99,2,E,97,34,45,41,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,B,6,Subject Content 4 for Science,Assessment Area 4 for Science,86.6,87.25,37,11.9,85,33.98,73.28,100,34.69,84.2,97,30,E,46,97,42,100,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,B,5,Subject Content 5 for Science,Assessment Area 5 for Science,79.97,45.44,38,40.07,48,47.78,90.86,43,24.17,43.47,94,93,E,30,45,71,41,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,B,24,Subject Content 6 for Science,Assessment Area 6 for Science,0.38,17.14,89,28.99,61,40.66,36.45,23,21.62,19.95,76,49,E,37,93,11,98,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,B,11,Subject Content 7 for Science,Assessment Area 7 for Science,27.02,68.6,28,78.7,100,16.69,88.73,81,2.37,24.96,92,54,E,44,100,35,7,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,B,21,Subject Content 8 for Science,Assessment Area 8 for Science,55.5,17,38,86.93,42,73.87,52.08,54,98.52,2.3,88,76,E,72,85,12,51,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,D,23,Subject Content 9 for Science,Assessment Area 9 for Science,83.61,92.09,68,26.98,66,36.07,97.23,69,84.37,48.8,90,64,E,33,65,87,31,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,B,25,Subject Content 10 for Science,Assessment Area 10 for Science,20.49,77.01,81,91.71,10,42.16,78.29,53,65.7,19.15,33,58,E,1,5,24,33,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,B,15,Subject Content 1 for Science,Assessment Area 1 for Science,8.59,7,27,94.09,38,72.81,98.9,80,37.99,15.39,20,24,E,67,18,57,53,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,A,Z,12,Subject Content 2 for Science,Assessment Area 2 for Science,71.64,63.26,74,50.51,55,99.3,60.58,17,68.29,79.15,87,74,E,25,43,39,13,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,B,16,Subject Content 3 for Science,Assessment Area 3 for Science,80.76,2.71,71,39.51,28,78.32,62.23,10,90.24,94.26,82,84,E,83,40,91,74,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,A,B,4,Subject Content 4 for Science,Assessment Area 4 for Science,81.68,11.56,91,74.89,46,92.69,34.26,83,68.87,21.74,63,18,E,61,93,55,33,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,B,17,Subject Content 5 for Science,Assessment Area 5 for Science,90.81,59.23,88,29.93,52,85.11,54.51,77,34.37,37.79,31,72,E,90,15,81,24,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,Z,18,Subject Content 6 for Science,Assessment Area 6 for Science,97.33,44.31,41,54.16,58,1.73,16.87,71,59.91,31.34,30,53,E,17,11,35,14,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,A,20,Subject Content 7 for Science,Assessment Area 7 for Science,56.69,25.45,66,37.42,16,46.83,90.38,43,14.92,87.12,30,8,E,81,90,61,69,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,B,19,Subject Content 8 for Science,Assessment Area 8 for Science,54.68,80.52,46,16.89,74,62.51,41.42,56,12.72,17.02,73,36,E,68,100,40,76,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,Z,2,Subject Content 9 for Science,Assessment Area 9 for Science,19.66,60.06,89,1.16,79,20.42,64.89,91,83.81,96.69,3,67,E,6,64,52,37,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,Z,3,Subject Content 10 for Science,Assessment Area 10 for Science,60,22.78,37,35.62,14,5.01,98.96,45,47.09,22.66,35,89,E,97,29,23,46,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,Z,14,Subject Content 1 for Science,Assessment Area 1 for Science,91.85,50.3,75,37.92,73,35.09,72.59,72,34.3,88.11,63,24,E,77,12,28,81,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,B,22,Subject Content 2 for Science,Assessment Area 2 for Science,80.74,40.67,72,54.86,81,51.87,40.75,83,2.55,11.07,88,53,E,39,53,81,17,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,Z,1,Subject Content 3 for Science,Assessment Area 3 for Science,51.99,24.33,75,41.97,19,9.33,89.8,52,54.18,9.85,19,11,E,7,12,79,17,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,C,Z,8,Subject Content 4 for Science,Assessment Area 4 for Science,14.9,95.49,48,6.14,49,10.97,13.57,13,40.57,78.68,23,33,E,44,64,24,22,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Science,D,A,9,Subject Content 5 for Science,Assessment Area 5 for Science,61.19,84.38,54,9.46,78,25.28,49.51,78,92.95,54.88,71,100,E,48,9,74,48,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,Z,9,Subject Content 1 for Math,Assessment Area 1 for Math,61.46,12.41,14,84.83,50,11.79,94.31,76,37.67,36.79,56,19,E,50,50,94,13,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,C,21,Subject Content 2 for Math,Assessment Area 2 for Math,29.76,9.46,61,59.92,13,5.31,61.17,69,86.98,8.97,42,75,E,10,45,36,80,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,C,A,14,Subject Content 3 for Math,Assessment Area 3 for Math,81.19,98.11,48,65.3,50,51.51,5.68,10,80.22,11.05,2,28,E,91,33,45,29,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,C,A,2,Subject Content 4 for Math,Assessment Area 4 for Math,77.78,60.63,61,52.72,81,86.16,72.42,10,75.14,1.82,69,100,E,12,36,63,98,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,C,7,Subject Content 5 for Math,Assessment Area 5 for Math,47.78,28.64,97,25.49,15,12.87,59.65,18,66.52,42.55,24,86,E,43,4,90,79,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,A,3,Subject Content 6 for Math,Assessment Area 6 for Math,95.67,12.18,97,59.57,54,82.04,22.96,74,94.51,20.12,74,71,E,35,77,100,11,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,A,6,Subject Content 7 for Math,Assessment Area 7 for Math,60.38,81.6,60,34.3,70,83.83,50.68,85,69.57,54.18,72,12,E,25,65,9,71,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,C,C,22,Subject Content 8 for Math,Assessment Area 8 for Math,60.81,57.29,28,71.19,52,52.69,47.43,53,98.2,94.73,55,19,E,39,7,11,60,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,A,11,Subject Content 9 for Math,Assessment Area 9 for Math,4.3,71.89,20,85,27,86.58,65.64,21,17.88,17.69,7,92,E,42,14,7,93,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,Z,10,Subject Content 10 for Math,Assessment Area 10 for Math,36.22,29.74,39,39.53,56,17.08,55.62,56,18.95,8.18,75,77,E,36,7,12,1,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,B,A,18,Subject Content 1 for Math,Assessment Area 1 for Math,20.19,62.93,77,0.48,29,22.39,26.63,65,89.15,95.75,18,12,E,13,30,56,44,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,D,5,Subject Content 2 for Math,Assessment Area 2 for Math,53.71,39.97,52,59.34,89,56.82,52.21,50,40.05,6.12,15,23,E,65,50,49,96,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,A,19,Subject Content 3 for Math,Assessment Area 3 for Math,27.62,21.65,62,77.16,93,26.17,76.47,43,1.64,93.57,19,72,E,28,81,71,64,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,D,12,Subject Content 4 for Math,Assessment Area 4 for Math,19.24,63.19,52,70.28,87,42.96,34.5,89,11.41,90.92,32,26,E,88,93,10,50,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,D,13,Subject Content 5 for Math,Assessment Area 5 for Math,20.85,56.61,53,60.46,32,11.82,59.16,22,26.3,18.35,41,71,E,56,87,90,20,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,C,23,Subject Content 6 for Math,Assessment Area 6 for Math,72.66,1.2,25,70.49,97,25.3,33.92,10,13.79,4.8,72,80,E,86,28,33,81,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,C,16,Subject Content 7 for Math,Assessment Area 7 for Math,38.52,17.35,85,90.22,44,69.15,54.45,63,63.92,41.73,84,8,E,61,28,9,48,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,C,20,Subject Content 8 for Math,Assessment Area 8 for Math,12.2,9.52,49,70.02,33,77.03,91.1,40,59.51,85.57,47,51,E,28,53,4,91,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,C,Z,17,Subject Content 9 for Math,Assessment Area 9 for Math,80.45,83.76,83,38.01,79,62.99,0.57,96,78.26,81.41,53,70,E,70,67,92,65,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,A,D,4,Subject Content 10 for Math,Assessment Area 10 for Math,43.61,49.11,12,66.02,39,40.33,27.34,76,48.71,20.84,3,73,E,16,23,51,84,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,B,A,25,Subject Content 1 for Math,Assessment Area 1 for Math,41.82,20.73,85,51.87,56,31.98,92.17,58,98.44,34.15,96,86,E,81,96,27,62,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,A,24,Subject Content 2 for Math,Assessment Area 2 for Math,13.6,89.26,59,20.86,35,93.69,49.26,77,78.96,68.98,14,70,E,29,3,14,8,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,C,D,8,Subject Content 3 for Math,Assessment Area 3 for Math,0.66,96.34,36,53.22,30,86.61,0.74,55,7.04,41.08,57,88,E,28,63,49,64,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,B,1,Subject Content 4 for Math,Assessment Area 4 for Math,4.53,3.29,76,41.63,26,44.91,42.16,42,27.86,83.94,80,56,E,87,73,100,18,Participation
"Christ King Catholic School, Bass Hill",2022,14,First Name 14,Last Name 14,7,Class 7,Math,D,D,15,Subject Content 5 for Math,Assessment Area 5 for Math,2.38,53.12,61,62.24,94,73.9,24.39,56,88.79,88.22,79,73,E,8,68,24,59,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,B,A,25,Subject Content 1 for Science,Assessment Area 1 for Science,74.17,94.09,16,30.45,46,90.39,31.64,58,95.49,27.4,14,72,E,89,68,80,33,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,C,A,1,Subject Content 2 for Science,Assessment Area 2 for Science,9.25,86.51,96,76.95,26,52.26,52.58,27,31.62,86.44,67,38,E,20,68,84,17,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,A,C,14,Subject Content 3 for Science,Assessment Area 3 for Science,55.8,52.53,18,37.11,33,13.54,9.82,27,87.75,50.47,47,74,E,68,21,19,61,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,D,Z,22,Subject Content 4 for Science,Assessment Area 4 for Science,13.58,76.01,60,13.59,27,36.45,14.02,20,61.71,72.11,84,27,E,22,7,31,2,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,A,D,9,Subject Content 5 for Science,Assessment Area 5 for Science,16.56,68.66,24,8.83,65,55.98,55.15,60,49.5,54.02,47,72,E,100,10,24,46,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,B,Z,11,Subject Content 6 for Science,Assessment Area 6 for Science,15.78,80.17,42,54.1,43,60.93,69.14,46,42.34,50.01,15,15,E,13,93,90,99,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,D,C,5,Subject Content 7 for Science,Assessment Area 7 for Science,65.66,68.74,55,6.49,30,74.94,34.72,10,29.9,40.42,100,54,E,91,60,89,94,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,D,A,19,Subject Content 8 for Science,Assessment Area 8 for Science,81.41,1.75,11,46.71,33,11.57,21.87,20,75.48,20.23,52,43,E,9,34,74,39,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,C,D,17,Subject Content 9 for Science,Assessment Area 9 for Science,83.42,46.26,25,89.35,77,82.7,87.88,98,67.17,38.97,77,96,E,13,12,63,63,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,D,B,13,Subject Content 10 for Science,Assessment Area 10 for Science,51.9,65.9,30,41.56,13,46.4,51.43,22,31.75,51.15,23,41,E,97,8,16,18,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,B,A,21,Subject Content 1 for Science,Assessment Area 1 for Science,35.51,94.46,22,9.74,39,1.05,56.42,80,69.64,17.64,72,32,E,10,99,4,43,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,D,B,23,Subject Content 2 for Science,Assessment Area 2 for Science,40.21,4.98,40,99.58,27,80.12,15.64,45,3.07,20.18,93,62,E,94,5,6,1,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,C,Z,16,Subject Content 3 for Science,Assessment Area 3 for Science,29.96,90,54,4.94,30,74.04,89.49,56,6.85,35.67,76,8,E,18,31,17,32,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,D,A,4,Subject Content 4 for Science,Assessment Area 4 for Science,5.53,59.49,75,73.52,34,6.53,62.86,95,12.76,97.49,3,13,E,14,27,34,24,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,C,A,24,Subject Content 5 for Science,Assessment Area 5 for Science,98.51,44.08,64,58.05,38,61.51,71.02,49,91.2,69.4,87,78,E,31,54,48,76,Participation
"Christ King Catholic School, Bass Hill",2022,15,First Name 15,Last Name 15,2,Class 2,Science,B,Z,6,Subject Content 6 for Science,Assessment Area 6 for Science,81.49,23.89,93,82.26,26,50.12,57.46,84,26.8,14.82,85,90,E,11,88,40,99,Participation
